Geneid,TR_AG_1,TR_AG_2,TR_AG_3,TR_SH_1,TR_SH_2,TR_SH_3
Cyp11a1,0,0,0,0,0,0
Ccdc33,1,5,6,1,9,0
Gm16130,0,0,4,0,0,0
Stra6,24,10,24,21,54,26
Islr,105,371,107,13,288,14
Islr2,7,19,6,9,61,6
1600029O15Rik,0,0,0,0,0,0
Pml,2615,4205,2792,2000,1246,1994
Mir6385,1,6,1,0,0,0
Stoml1,262,474,301,222,266,255
Loxl1,5087,10060,5050,3430,2713,3410
Tbc1d21,4,6,5,0,1,5
1700072B07Rik,0,0,0,0,0,0
4930461G14Rik,118,73,111,180,41,201
6030419C18Rik,934,1227,950,771,432,958
Cd276,1070,2088,1164,1095,1369,1132
Nptn,4058,8161,4642,3167,4817,3328
2410076I21Rik,7,15,11,8,14,4
Hcn4,0,6,0,0,2,0
Neo1,6356,13057,7131,5373,12428,4918
Adpgk,1006,1841,1096,718,1461,781
Bbs4,87,200,95,91,122,117
Arih1,2965,5288,3228,2723,4528,2667
Gm20199,0,3,0,1,1,1
Tmem202,89,49,86,27,100,47
Hexa,4083,7380,4477,3054,9114,3332
Celf6,0,1,2,3,1,0
Parp6,313,538,368,249,370,250
Pkm,56993,103760,61588,41452,83395,43911
Gramd2,10,41,22,45,42,16
Senp8,192,414,229,203,269,212
Myo9a,793,1731,853,926,1182,742
Nr2e3,0,0,0,0,0,0
Gm7616,0,0,0,0,0,0
Thsd4,188,906,242,441,39,389
9230112J17Rik,5,10,9,12,4,4
Lrrc49,311,694,348,401,404,373
Larp6,65,163,86,54,84,46
Uaca,1146,2482,1203,1095,1760,1007
Gm5122,0,4,1,1,12,2
4933433G08Rik,0,0,0,0,0,0
I730028E13Rik,0,0,0,0,0,0
B930092H01Rik,4,2,2,0,5,9
Tle3,2583,4502,2586,3104,4032,2985
Rplp1,19077,30894,21134,10917,32441,16223
Kif23,967,2445,1151,1560,1312,1467
Paqr5,3,3,0,1,2,1
Glce,1237,2329,1485,861,1219,838
Mir5133,17,12,30,8,12,3
A730043L09Rik,0,0,0,0,0,0
Spesp1,0,0,0,0,0,0
Anp32a,2958,4505,3369,2555,7210,2792
Coro2b,153,441,182,87,518,84
Itga11,174,641,169,111,287,82
Fem1b,1934,2725,2234,1536,3418,1507
Cln6,616,1281,724,578,1127,615
Gm10653,79,200,90,89,154,93
Calml4,79,181,105,33,184,38
Pias1,641,1346,780,715,1265,645
Skor1,1,1,2,2,4,1
Map2k5,695,1131,804,599,1244,552
2300009A05Rik,158,187,125,99,231,112
Iqch,3,1,6,2,6,2
Aagab,736,1099,857,616,904,742
Smad3,1804,3229,2038,2207,3331,2023
Smad6,245,352,204,443,253,482
1700055C04Rik,0,0,0,0,0,0
1110036E04Rik,1,1,0,0,0,0
Scarletltr,5,0,0,3,2,1
Lctl,148,346,147,137,441,149
Zwilch,743,1372,761,720,793,785
Rpl4,28647,38391,31282,24637,31119,26394
Snord16a,4,10,8,4,4,3
Snapc5,612,563,630,505,773,587
Map2k1,3309,3801,3671,1555,2766,1797
Uchl4,5,3,7,8,3,10
Tipin,1194,1845,1323,939,1572,1033
Dis3l,763,1036,795,686,1000,619
Megf11,10,14,7,3,16,4
Rab11a,2102,3183,2288,1408,3770,1628
Dennd4a,1194,2122,1332,755,2397,707
Slc24a1,1,0,0,0,0,0
Vwa9,1109,1820,1189,1116,1847,1154
Ptplad1,1070,1933,1108,991,2174,941
Dpp8,2086,4055,2436,1865,4144,1657
Igdcc4,319,122,366,37,443,56
Igdcc3,0,0,0,0,0,0
Parp16,16,148,22,15,69,9
Cilp,4,119,3,1,10,2
Clpx,944,1724,1137,815,1825,856
Pdcd7,301,537,323,232,386,251
Gm514,3,1,2,0,0,2
Kbtbd13,0,0,0,0,0,0
Rasl12,1,33,2,1,16,0
Slc51b,0,1,0,0,0,0
Mtfmt,313,487,345,313,485,290
Spg21,2548,3291,2801,1681,3634,1960
Plekho2,2999,4838,3091,2705,5239,2754
Pif1,176,382,192,265,268,258
Rbpms2,266,319,237,123,586,136
Oaz2,1629,3336,1830,1178,4060,1225
Zfp609,1627,3168,1921,1927,3296,1621
Trip4,787,1349,791,766,1385,776
2810417H13Rik,2359,4905,2674,2387,3701,2534
Csnk1g1,725,1636,765,713,1311,629
Ppib,3937,7877,4308,3078,8516,3682
Snx22,2359,4549,2582,1757,4945,2159
Snx1,2146,3748,2479,1795,3743,1953
Fam96a,1084,1727,1126,948,1380,1027
Dapk2,20,29,18,58,9,61
Herc1,1224,2674,1440,1394,3212,1150
Fbxl22,42,72,37,31,95,41
Usp3,653,1294,776,570,1089,571
Car12,75,126,61,91,76,125
Aph1b,218,591,237,290,716,229
Aph1c,20,53,9,23,68,31
Rab8b,874,1566,1003,914,1071,891
Rps27l,1897,2652,2061,1549,2927,1928
Lactb,225,438,237,353,646,417
Tpm1,18807,24320,20430,15179,37232,15398
Gm19299,0,3,3,0,1,2
Tln2,751,1969,799,809,2397,672
Mir190,0,0,0,0,0,0
Mir7241,0,0,0,0,0,0
Mir7242,0,0,0,0,0,0
C2cd4b,0,1,0,0,0,0
C2cd4a,0,0,0,0,1,0
Vps13c,1195,2524,1392,1101,2968,818
Gm20745,0,0,0,1,1,3
4930502A04Rik,0,0,0,0,0,0
Rora,26,484,19,82,1132,84
9530091C08Rik,0,0,0,0,1,0
Narg2,218,475,220,321,410,278
Anxa2,13621,33195,14948,11400,30500,12703
Mir3109,0,0,0,0,2,0
Foxb1,0,0,0,0,0,0
B230323A14Rik,0,0,0,0,0,0
Bnip2,2685,5052,3003,2496,4183,2487
Gtf2a2,635,982,745,542,821,701
Gcnt3,0,1,1,0,0,0
Fam81a,1,0,0,1,5,0
Myo1e,1549,2015,1669,1503,2651,1376
Mir5626,0,0,0,0,0,0
Ccnb2,702,2165,796,916,1337,1021
Rnf111,1330,2222,1355,1485,1562,1401
Sltm,1275,2219,1467,1748,1330,1647
Fam63b,1318,2534,1461,920,1994,855
Adam10,5233,10694,5689,5073,12049,4944
Lipc,1,0,3,4,4,2
Aqp9,3,2,3,0,2,1
LOC102635087,0,1,0,0,0,0
Gm3458,0,0,2,3,0,1
Aldh1a2,25,165,19,47,23,58
Polr2m,5599,8607,6222,4255,5259,4312
Myzap,136,145,157,93,147,75
Cgnl1,6888,11510,7590,7149,6743,6340
Tcf12,2045,4507,2206,1960,3161,1748
Mir378,0,0,0,0,0,0
Zfp280d,343,760,357,390,600,387
Mns1,265,471,264,280,232,281
Tex9,156,335,176,175,211,173
4930509E16Rik,8,7,16,9,5,5
Rfx7,1110,1990,1212,1147,1566,1094
Nedd4,25470,67338,28714,23623,65155,22193
Prtg,23,75,13,20,40,22
Pygo1,0,7,0,0,4,3
Dyx1c1,0,1,0,3,0,0
Ccpg1os,85,100,74,64,90,44
Ccpg1,905,1598,948,663,1598,635
Pigb,146,322,198,132,240,170
2310009A05Rik,138,142,201,63,177,71
Rab27a,50,100,86,26,69,35
Khdc3,0,0,0,0,0,0
Rsl24d1,1203,1712,1329,1295,1342,1244
Unc13c,12,14,12,3,15,4
Wdr72,0,0,0,0,0,0
Gm16551,0,0,0,0,0,0
Onecut1,0,0,0,2,0,0
Fam214a,178,423,167,131,377,129
Arpp19,3358,4491,3486,2129,3761,2459
Myo5a,4464,8066,5152,3277,8501,2805
Myo5c,12,17,12,10,20,16
Gnb5,389,554,411,270,748,310
Bcl2l10,0,0,0,0,0,0
Mapk6,4740,7052,5214,3209,5246,3173
4933433G15Rik,3,8,7,9,9,2
Leo1,821,1585,943,909,1303,1060
Tmod3,2529,3816,2914,2679,3728,2823
Tmod2,21,44,10,26,38,19
Lysmd2,39,83,26,98,23,70
Scg3,0,1,0,0,1,0
Bmp5,171,0,188,0,8,0
Hmgcll1,17,6,9,1,4,2
Gfral,0,0,0,0,0,0
Hcrtr2,1,4,0,0,0,0
Fam83b,0,2,0,3,1,0
Tinag,0,1,0,0,0,0
Mlip,0,1,1,0,0,0
5730403I07Rik,0,1,0,0,2,1
Lrrc1,492,645,546,389,725,461
Klhl31,0,3,1,0,1,0
Gclc,1543,2166,1666,947,1712,958
Elovl5,3168,6238,3452,3435,6239,3213
Gcm1,0,0,0,0,0,0
Fbxo9,458,913,474,286,723,388
Ick,365,936,422,489,864,465
C920006O11Rik,36,47,53,32,54,47
Gsta4,421,1065,487,323,558,364
Gsta1,7,17,5,4,9,5
Gm3776,4,17,1,2,7,6
Gm10639,0,1,0,0,0,1
Omt2a,0,1,0,0,0,0
Omt2b,0,0,0,0,0,0
Gsta2,2,12,0,3,2,3
Dppa5a,0,0,0,0,0,2
Ooep,1,2,0,2,0,0
Ddx43,0,0,0,0,0,0
Mb21d1,413,773,416,352,162,374
Mto1,570,777,543,513,435,542
Eef1a1,137189,224940,154597,121113,158626,125207
Slc17a5,286,351,327,187,457,221
Cd109,273,1878,346,221,476,225
Gm10635,0,0,0,0,1,0
Col12a1,328,938,331,619,797,578
Cox7a2,1457,1933,1651,1008,1789,1451
Tmem30a,3854,5969,4069,2901,3629,2854
4930429F24Rik,2,4,3,0,1,4
Filip1,7,58,7,17,6,20
Senp6,1325,2254,1598,1471,1790,1357
Myo6,510,850,538,644,725,519
Impg1,0,0,1,0,1,0
Htr1b,153,84,153,53,292,48
D430036J16Rik,82,27,86,33,183,17
Mei4,73,58,68,22,46,18
Irak1bp1,467,569,467,322,582,454
Phip,1695,4137,1790,2281,3311,1931
Hmgn3,672,1319,711,369,1588,458
Lca5,237,393,230,224,344,198
Gm2087,0,0,0,0,0,1
Sh3bgrl2,858,871,922,597,859,601
Gm2109,0,0,0,0,0,0
Elovl4,137,102,158,72,85,84
Ttk,453,905,503,515,649,588
Bckdhb,140,280,148,94,271,103
4930554C24Rik,0,0,0,0,0,0
Fam46a,372,856,386,143,172,158
Ibtk,1753,1934,1830,1359,1625,1237
Tpbg,663,979,605,597,670,531
Ube2cbp,124,115,151,71,89,98
Dopey1,573,1258,695,618,686,529
Pgm3,514,1175,652,460,800,544
Rwdd2a,13,36,23,16,52,22
Me1,3013,4767,3387,2451,2624,2499
A330041J22Rik,293,403,317,247,200,242
Prss35,11,27,12,12,11,5
Snap91,3,2,0,0,21,0
Ripply2,0,0,0,0,0,0
Cyb5r4,1247,1818,1373,1208,1347,1090
Mrap2,2,0,1,0,3,0
4922501C03Rik,489,806,552,543,399,464
Tbx18,330,656,343,373,246,372
Nt5e,627,637,718,42,2110,54
Snx14,730,1621,915,800,1816,872
Syncrip,5411,8844,6341,5035,7244,4908
Snhg5,443,537,425,263,419,303
Zfp949,55,141,66,75,139,69
Trim43a,0,10,0,2,0,0
9430037G07Rik,25,68,30,25,34,18
Gm2382,123,133,129,62,151,89
Bcl2a1d,0,0,0,0,0,0
Trim43c,14,30,15,7,26,11
9330159M07Rik,60,95,52,49,58,33
Bcl2a1a,0,0,0,0,0,0
Trim43b,0,0,0,0,0,0
Bcl2a1b,0,0,0,0,0,0
Mthfs,70,85,83,26,99,50
AF529169,0,0,0,0,0,0
Tmed3,979,2670,1106,566,2287,656
Ankrd34c,0,0,0,0,0,0
Mir184,0,0,0,0,0,0
4930524O08Rik,0,0,0,1,0,0
Rasgrf1,0,0,0,2,2,0
Ctsh,7,44,2,5,33,8
Morf4l1,6103,11322,6920,4783,10399,5223
Adamts7,460,557,505,64,1340,74
Tbc1d2b,2366,5971,2652,1367,4305,1362
Zic1,0,7,0,0,15,0
Zic4,2,2,1,0,4,0
Plscr5,0,0,1,1,0,2
Plscr1,2099,2105,2413,1345,1411,1562
Mir6386,3,3,0,3,2,5
Plscr2,1340,1174,1370,1081,490,1108
1700057G04Rik,0,0,0,0,2,0
Plscr4,903,929,1015,356,543,388
B430319G15Rik,341,516,375,106,183,115
Plod2,2915,4988,3289,1029,1577,1092
4933400C23Rik,0,0,0,0,0,0
1700034K08Rik,0,0,0,0,0,0
1190002N15Rik,806,1807,912,1168,1109,1189
Slc9a9,33,150,43,14,54,9
Mir7656,0,0,0,0,0,0
Chst2,236,882,220,113,440,122
U2surp,2600,3609,2901,2908,1994,2687
Paqr9,0,0,2,0,3,0
Pcolce2,500,636,492,164,155,177
Trpc1,19,86,31,40,127,43
Pls1,7,6,2,0,4,4
1700065D16Rik,11,39,13,8,11,14
Atr,578,958,725,590,582,552
Xrn1,488,1029,597,489,780,455
Gk5,91,136,96,113,110,109
Tfdp2,2097,3529,2316,1769,2838,1704
Atp1b3,4212,6429,5006,3025,6370,3315
Rnf7,1111,2052,1329,765,1611,939
Rasa2,248,375,273,239,348,247
Zbtb38,564,1010,655,623,886,515
E030011O05Rik,48,89,32,48,84,62
C430002N11Rik,33,92,49,25,14,16
Acpl2,457,743,469,227,987,231
Spsb4,0,7,1,0,10,1
Slc25a36,352,720,397,334,528,287
Trim42,0,0,0,0,1,0
Clstn2,1,0,1,2,0,0
4921534H16Rik,0,0,0,0,0,0
Nmnat3,221,187,184,117,118,154
Rbp1,54,116,47,35,33,38
Rbp2,2,0,0,1,0,1
4930579K19Rik,10,15,6,3,11,12
Copb2,5894,9928,6460,5214,7882,4993
Mrps22,523,713,588,678,385,644
E330023G01Rik,0,0,0,0,0,0
Prr23a,0,0,0,0,0,0
Gm6406,0,0,0,0,0,0
2410012M07Rik,0,0,0,0,0,0
7420426K07Rik,0,0,0,0,0,0
Foxl2os,0,0,0,0,0,0
Foxl2,0,0,0,0,0,0
Faim,381,535,418,307,368,391
Gm1123,4,6,4,9,2,9
Pik3cb,1343,1272,1324,1361,904,1325
Gm6432,0,0,0,0,1,0
Cep70,106,204,128,173,136,152
Esyt3,4,25,12,32,1,24
Mras,1945,2485,2047,2106,2075,2218
Nme9,19,10,10,12,7,3
1600029I14Rik,0,0,0,0,0,0
Armc8,714,919,791,709,569,651
Dbr1,629,789,729,659,497,663
A4gnt,0,2,2,0,1,1
Dzip1l,968,1390,1073,985,1110,941
Cldn18,2,1,8,3,0,2
Sox14,0,0,0,0,0,0
4930519F24Rik,0,0,0,0,0,0
Il20rb,32,67,31,44,30,24
Nck1,547,1053,640,478,708,499
Slc35g2,5,4,4,4,5,3
Stag1,1775,3156,1838,1985,1486,1829
Pccb,248,756,300,290,781,309
Msl2,723,1151,874,738,703,730
Ppp2r3a,341,842,375,219,448,237
LOC102633035,0,0,0,0,0,0
Ephb1,1,0,0,0,0,0
Mir7243,0,0,0,0,0,0
Ky,0,0,0,0,0,0
Cep63,425,527,512,506,362,570
Anapc13,689,684,750,534,805,746
Amotl2,4881,8727,5155,10814,4817,10843
Gm5627,0,3,0,0,1,1
Ryk,2344,4579,2710,3178,4358,3295
Slco2a1,733,1418,830,1744,1327,1675
Rab6b,229,878,230,365,1384,387
Srprb,1865,2848,2095,1480,3026,1688
Trf,4086,510,4719,103,661,97
1300017J02Rik,4,4,0,2,6,3
Topbp1,3862,6581,4511,4537,5298,4137
Cdv3,5649,8756,6218,5509,6889,5160
5830418P13Rik,3,2,1,3,15,2
Bfsp2,2,2,0,4,6,0
Tmem108,353,783,380,466,55,433
4932413F04Rik,0,0,0,0,0,0
Nphp3,62,375,167,104,664,103
Uba5,951,1436,1056,786,2024,748
Acad11,531,825,627,455,1059,485
Ackr4,23,66,40,36,80,37
Dnajc13,3948,7008,4390,4279,6415,3994
Acpp,17,87,15,12,76,10
Mir2136,0,0,0,0,0,0
Cpne4,15,62,25,10,238,5
Mrpl3,1263,2094,1361,1250,1620,1344
Nudt16,173,231,154,157,266,137
1700080E11Rik,0,0,0,0,0,0
Nek11,0,2,4,8,9,6
Aste1,136,200,141,159,148,142
Atp2c1,1670,2269,1873,1344,2674,1312
Pik3r4,1062,1616,1042,1093,1725,911
Col6a6,0,1,0,3,0,1
Col6a5,0,28,0,20,8,13
Col6a4,1,25,2,7,18,10
Glyctk,37,49,51,31,54,45
Mir135a-1,4,3,5,1,1,3
Wdr82,1984,2956,2239,1930,2689,1823
Mirlet7g,0,0,0,0,0,0
Ppm1m,813,1163,919,587,1404,621
Twf2,801,1377,872,710,1204,773
Tlr9,0,0,3,0,0,0
Alas1,1485,2738,1588,1492,2208,1625
Poc1a,220,422,275,262,306,304
Dusp7,549,1255,601,449,1088,393
Rpl29,10077,14969,10581,8094,14050,9348
Acy1,344,473,369,258,450,320
Abhd14a,415,590,429,344,559,456
Abhd14b,568,765,655,293,617,278
Pcbp4,2506,3886,2852,2510,3510,3027
Gpr62,22,24,26,23,19,26
Parp3,1974,3314,2174,1955,3272,2135
Rrp9,1212,1161,1185,861,787,1019
Iqcf1,1,0,0,0,0,0
Iqcf5,0,0,2,2,0,5
Iqcf3,0,0,0,0,0,0
Iqcf4,0,2,0,0,0,0
Iqcf6,0,0,0,0,0,0
Grm2,0,0,0,0,0,2
Tex264,1677,2544,1966,1314,3328,1486
Rad54l2,755,1465,927,953,1254,847
Vprbp,1161,1896,1400,1410,1532,1385
Rbm15b,1188,1919,1397,1273,1985,1316
Manf,1677,2583,1843,1223,4470,1540
Dock3,96,40,109,20,7,22
AA543401,0,0,0,1,0,0
Mapkapk3,275,244,322,139,318,201
Cish,166,140,136,74,168,68
Hemk1,110,121,133,106,171,96
6430571L13Rik,9,16,11,5,14,11
Cacna2d2,0,0,0,0,1,1
Mir5120,0,0,0,0,0,0
Tmem115,821,1173,839,634,1029,683
Cyb561d2,318,476,371,251,550,250
Nprl2,288,385,298,288,434,279
Zmynd10,9,8,13,2,18,4
Rassf1,1393,1366,1484,1228,1036,1461
Tusc2,458,530,472,439,525,433
Hyal2,421,643,424,406,744,484
Hyal1,32,46,45,12,36,22
Nat6,266,428,310,220,404,273
Hyal3,2,12,7,5,12,7
Ifrd2,987,1063,1032,901,807,942
Sema3b,244,336,337,233,1514,195
Gnai2,6107,9530,6599,4911,11841,5544
Slc38a3,0,3,0,1,5,0
Gnat1,2,0,0,0,3,0
Sema3f,544,1017,603,690,1249,743
Rbm5,1251,2266,1320,1562,1870,1708
Rbm6,1285,2209,1449,1414,1896,1361
Mon1a,283,380,397,252,367,248
Mst1r,948,891,1211,472,778,533
Actl11,2,0,0,0,0,0
Camkv,10,9,11,5,7,9
Traip,392,337,424,268,207,231
Uba7,556,708,660,335,137,337
Fam212a,33,111,35,18,33,21
Ip6k1,1357,2176,1526,1017,1736,1141
Gmppb,743,925,769,467,1230,463
Rnf123,778,960,805,627,706,602
Amigo3,52,131,37,40,115,35
Mst1,4,3,0,1,1,0
Mir7088,0,0,0,0,0,0
Apeh,1062,1353,1175,764,979,830
Bsn,20,26,37,11,19,13
Dag1,6375,11341,7067,5433,10324,5211
Nicn1,525,773,543,493,508,513
Amt,20,35,25,19,20,11
Tcta,467,769,572,236,774,250
Rhoa,10447,14295,11458,7768,10707,7647
Gpx1,5621,8387,6282,3827,6082,4754
Usp4,3160,4540,3460,2926,3263,2826
1700102P08Rik,2,8,9,5,7,4
Ccdc36,0,0,0,0,0,0
BC048562,0,0,0,0,0,0
Klhdc8b,58,46,49,57,64,60
Ccdc71,948,1185,965,908,956,866
Lamb2,1998,4641,2246,2924,4818,2795
Usp19,4255,5475,4375,4006,4146,4233
Qars,2645,3921,3035,2489,2978,2600
Qrich1,2340,3434,2590,2556,2358,2421
Impdh2,4078,6267,4325,4058,4453,4448
Ndufaf3,258,202,327,113,253,124
Mir191,0,2,2,0,0,0
Mir425,2,0,0,0,1,1
Dalrd3,883,979,942,724,920,759
Wdr6,3847,5235,4238,2985,6520,3189
P4htm,18,32,16,10,25,5
Arih2,1392,1941,1619,1107,1155,1160
Slc25a20,799,1118,912,577,1164,678
Prkar2a,2431,3823,2835,1949,2426,1908
Ip6k2,556,837,612,583,622,516
Nckipsd,387,722,413,453,626,414
Celsr3,5,2,7,3,0,6
Slc26a6,42,94,66,69,80,82
Tmem89,0,0,0,0,0,0
Uqcrc1,3695,5143,3907,3200,3153,3542
Col7a1,100,264,105,171,223,203
Mir711,0,0,0,0,0,0
Ucn2,0,1,0,1,2,0
Pfkfb4,139,219,168,173,137,160
Shisa5,5076,5711,5631,2573,2529,2881
Trex1,466,521,508,345,255,362
Atrip,244,400,268,253,272,266
Tma7,2108,2682,2230,1648,2411,2191
Ccdc51,214,233,261,215,212,234
Plxnb1,297,267,298,407,699,295
Fbxw21,0,0,0,0,0,0
Fbxw13,0,0,0,0,0,0
Fbxw20,0,0,0,0,0,0
Fbxw14,0,0,0,0,0,0
Fbxw28,0,0,0,0,0,0
Fbxw22,0,0,0,0,0,0
Fbxw16,0,0,0,1,0,0
Fbxw19,0,0,0,0,0,0
Fbxw15,0,0,0,0,0,0
Fbxw24,0,1,0,0,1,0
Fbxw18,1,4,1,11,10,12
Fbxw26,0,3,3,1,0,2
Spink8,1,0,0,0,0,0
3000002C10Rik,22,26,24,23,11,20
Nme6,361,466,429,436,232,452
Camp,0,2,0,0,0,0
Cdc25a,871,931,889,886,628,827
Mir7089,0,0,0,0,0,0
Map4,6216,11064,6966,4799,7109,4489
Dhx30,1866,2361,1987,1787,1727,1850
Smarcc1,4578,7165,4941,5834,4616,5155
Cspg5,5,9,7,8,4,2
Mir6236,274,150,161,216,74,151
Elp6,298,419,345,265,225,301
Scap,2814,3635,2818,2150,2975,2017
Ptpn23,3667,5264,3845,3995,3924,3831
Ngp,0,0,1,0,0,0
Klhl18,366,593,405,378,438,319
Kif9,23,60,53,51,46,42
Setd2,1924,3228,2183,2049,2454,1757
Nradd,713,1136,793,765,1252,900
Nbeal2,147,365,136,315,394,286
Mir8107,0,0,0,3,0,1
Ccdc12,550,746,559,391,577,489
Pth1r,5,16,6,15,11,7
Myl3,0,0,0,0,1,0
Prss42,0,0,1,0,0,1
Prss44,0,0,0,0,1,0
Prss43,0,0,0,0,0,0
Prss45,0,0,0,0,0,0
Prss46,5,2,15,3,13,2
Prss50,2,0,0,0,0,1
Tmie,9,1,2,12,12,13
Als2cl,73,122,78,397,265,407
Gm590,0,0,0,0,0,0
Tdgf1,0,0,0,0,0,0
Lrrc2,0,2,0,0,0,2
Rtp3,0,0,0,0,0,0
Ltf,0,0,0,0,0,0
Ccrl2,26,64,14,28,15,24
Lrrfip2,1066,1550,1319,998,1333,975
Mlh1,473,643,480,467,542,531
Epm2aip1,1067,1602,1305,857,1893,726
Trank1,3,0,0,1,0,1
Dclk3,0,0,0,0,0,0
Stac,0,0,0,0,0,1
Arpp21,0,0,0,0,0,0
Mir128-2,0,0,0,0,0,0
2900079G21Rik,0,0,0,0,0,0
AU023762,1,1,0,0,2,0
Pdcd6ip,6647,9467,7067,5140,6226,5146
Clasp2,681,1329,705,723,774,770
Ubp1,1301,1976,1619,1250,1657,1272
Mir5128,42,72,63,35,64,40
Fbxl2,99,172,96,81,200,62
Susd5,0,1,0,0,1,0
Bcl2a1c,0,0,0,0,0,0
4930525D18Rik,0,0,0,0,0,2
4930520O04Rik,1,7,4,6,2,3
Crtap,1747,4238,1844,1240,2166,1380
Glb1,1114,2420,1301,924,2036,953
Tmppe,370,538,422,372,333,317
Ccr4,0,0,0,0,0,0
Trim71,0,1,2,2,0,0
Cnot10,911,1578,932,1066,993,963
Dync1li1,1785,2310,1869,1444,1649,1411
Cmtm6,854,1137,981,609,874,599
Cmtm7,898,1176,997,859,890,933
Cmtm8,12,22,4,18,48,15
Gpd1l,810,1292,927,713,873,698
Osbpl10,129,180,128,109,160,92
Stt3b,5460,7392,5901,4792,4870,4476
Stmn1-rs1,1,0,0,1,0,0
4930428G15Rik,0,0,0,0,0,0
Gadl1,0,0,0,0,1,0
Tgfbr2,3372,7146,3754,5590,5739,5423
Rbms3,234,810,278,394,375,334
Azi2,1226,1450,1315,843,1158,908
Cmc1,492,530,489,295,466,396
4933432G23Rik,0,0,0,0,0,0
Eomes,69,84,61,43,36,52
Golga4,1566,2807,1757,1470,2205,1308
Itga9,3,11,0,1,2,0
Ctdspl,761,1568,876,621,1334,609
Mir26a-1,0,0,0,0,0,0
Vill,338,231,394,302,568,430
Plcd1,205,714,184,270,639,271
Dlec1,8,13,7,13,17,9
Acaa1b,5,5,3,15,1,9
Slc22a14,6,12,1,40,3,42
Slc22a13,0,0,0,1,0,1
Slc22a13b-ps,3,9,3,1,11,3
Oxsr1,2074,2606,2138,2080,2663,1947
Myd88,1048,1507,1083,934,1248,1013
Acaa1a,1488,2385,1630,1089,3343,1286
Xylb,329,528,353,347,561,332
Acvr2b,4,9,4,8,32,9
Exog,378,513,426,291,528,349
Scn5a,2,1,0,2,1,3
Scn10a,0,0,0,0,0,3
Scn11a,0,0,0,0,0,0
Wdr48,1606,2646,1792,1732,1991,1700
Gorasp1,688,1139,835,628,1127,651
Ttc21a,2,6,6,8,9,6
Csrnp1,875,947,966,882,976,976
Xirp1,2,1,2,1,2,0
Cx3cr1,2,0,0,0,1,0
Ccr8,0,0,0,0,0,0
Slc25a38,290,447,319,294,388,301
Rpsa,36019,49465,39205,29111,50441,31278
Snora62,1,1,1,0,2,3
Mobp,0,0,2,0,0,0
Myrip,0,1,0,0,0,1
Eif1b,544,643,584,362,442,411
Entpd3,1,0,0,0,1,2
Rpl14,11569,14061,12573,8703,10627,10550
5830454E08Rik,35,22,50,34,25,24
1700020M21Rik,0,0,0,0,0,0
4930593C16Rik,0,0,0,0,0,0
Ctnnb1,14288,22201,15492,11007,16550,11340
Mir7090,0,0,2,0,0,0
Ulk4,78,131,73,45,95,48
Trak1,1175,1572,1186,736,1103,700
Cck,710,9422,679,4,1174,14
Lyzl4,0,2,1,0,1,0
Lyzl4os,0,4,2,0,0,0
Vipr1,0,21,0,3,4,5
Sec22c,354,728,448,333,468,322
Deb1,269,274,290,199,265,251
Nktr,1392,2945,1557,1596,2124,1459
E530011L22Rik,70,63,61,24,89,23
Zfp651,654,827,630,290,959,349
Klhl40,0,0,1,0,0,0
Hhatl,1,3,0,0,3,0
Ccdc13,2,3,1,0,4,0
Higd1a,1197,1505,1356,556,1160,754
Ackr2,0,0,0,1,0,1
Cyp8b1,0,0,0,0,0,0
1700048O20Rik,16,23,16,25,17,18
Fam198a,2,9,1,0,2,2
Pomgnt2,195,299,207,76,323,91
Snrk,551,869,597,579,1193,482
Ano10,1360,2062,1408,1020,2606,980
Mir8106,0,0,0,0,0,0
Abhd5,1256,1513,1445,943,1769,931
A730085K08Rik,0,0,0,0,0,0
9530059O14Rik,0,0,0,0,0,0
Mir138-1,0,0,0,0,0,0
Topaz1,0,0,0,0,0,0
Tcaim,191,349,217,179,224,214
Zfp445,1063,1878,1250,1215,1674,1126
Zkscan7,34,50,48,42,32,35
Zfp105,0,1,0,3,1,5
1110059G10Rik,226,293,279,189,263,204
Kif15,329,967,346,523,477,474
Tmem42,72,104,82,45,108,63
Tgm4,211,277,220,108,161,141
Zdhhc3,2044,2921,2276,1567,2399,1614
Exosc7,452,676,503,390,562,460
Clec3b,6,27,3,3,2,5
Cdcp1,0,7,0,1,3,0
Tmem158,298,349,346,338,401,353
Lars2,15713,15613,17386,16499,9184,14793
Limd1,1424,2189,1601,1315,1652,1227
Sacm1l,1420,2379,1574,1126,1572,1145
Slc6a20b,0,0,0,0,0,0
Slc6a20a,0,0,0,0,0,0
Lztfl1,501,672,519,450,544,385
Ccr9,0,0,0,1,0,2
Fyco1,744,1411,909,468,784,459
Cxcr6,4,10,5,3,2,0
Xcr1,2,6,0,0,2,0
Ccr1,2,0,0,2,0,2
Ccr1l1,0,0,0,0,0,0
Ccr3,0,0,2,0,1,0
Ccr2,0,0,0,0,0,0
Ccr5,0,0,0,0,2,0
2010315B03Rik,174,211,191,74,153,90
Nlrp4g,0,0,0,0,0,0
4930526I15Rik,221,239,247,205,266,149
Ppp2r3d,51,57,30,34,91,56
B020014A21Rik,0,0,1,0,0,0
H60c,1,6,2,3,0,10
Ppp1r14c,1,6,0,4,0,4
Iyd,0,1,1,0,1,0
Plekhg1,195,641,242,315,304,279
