Geneid,K70_1,K70_2,K70_3,K70MD_1,K70MD_2,K70MD_3,K70P10_1,K70P10_2,K70P10_3,NKO70_1,NKO70_2,NKO70_3
PADI6,0,0,0,0,0,0,0,0,0,0,0,0
RCC2,6893,8465,5859,963,1180,1962,7816,6797,2600,5455,4827,6157
ARHGEF10L,177,238,176,31,46,41,527,463,115,112,113,109
LINC02810,0,1,1,0,0,0,0,0,0,0,0,0
ACTL8,13,22,4,9,12,13,23,13,42,30,33,36
LOC105376809,0,0,0,0,0,0,0,0,1,0,0,0
LOC105376812,0,0,0,0,0,0,0,0,0,0,0,0
LINC01654,0,0,0,0,0,0,0,0,0,0,0,0
IGSF21,0,0,0,0,0,0,0,0,0,0,0,0
IGSF21-AS1,0,0,0,0,0,0,0,0,0,0,0,0
KLHDC7A,47,59,24,19,31,64,305,280,40,23,26,19
PAX7,618,805,529,167,196,235,1391,1392,353,441,443,605
TAS1R2,0,0,0,1,1,0,0,0,0,0,0,0
ALDH4A1,1653,1876,1317,1334,1672,1927,3388,3089,1942,1501,1346,1578
MIR4695,0,0,0,0,0,0,0,0,0,0,0,0
MIR1290,0,0,0,0,0,0,0,0,0,0,0,0
IFFO2,1051,1418,948,319,446,751,3115,2809,716,853,761,1091
LOC105376815,5,8,3,15,10,13,4,5,7,4,4,5
UBR4,1544,1955,1581,492,529,1042,4343,3985,856,1112,824,1088
EMC1-AS1,141,157,115,49,71,83,273,235,98,108,81,94
EMC1,1618,2030,1438,575,729,898,3257,3039,1016,1238,1212,1413
MRTO4,2379,2967,2077,1398,1753,1772,2813,2481,1651,3043,2901,3089
AKR7L,532,636,450,239,302,327,711,582,367,682,647,618
AKR7A3,1,2,2,2,3,3,11,5,3,2,1,3
LOC100506730,22,29,17,0,18,3,109,88,5,7,12,11
AKR7A2,2834,3212,2193,3765,4228,4776,3003,2459,4366,3037,2891,3023
SLC66A1,529,673,531,248,283,419,1355,1161,539,414,335,425
CAPZB,4432,5602,3875,2291,2670,3132,4878,4723,3023,3990,3719,3919
LOC105376819,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376818,0,0,0,0,0,0,0,1,0,0,0,0
LOC105376817,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378614,1,1,0,1,0,2,1,3,3,1,4,0
MICOS10,3060,3079,1911,4135,5725,5621,1969,1430,3388,4717,3966,3303
MICOS10-NBL1,0,0,0,0,0,0,0,0,0,0,0,0
RPS14P3,36,47,15,33,36,38,8,12,41,49,67,43
NBL1,10,24,17,1,1,2,9,12,9,15,16,18
HTR6,36,53,25,19,29,20,99,95,37,6,4,13
TMCO4,146,212,123,82,85,100,316,316,140,91,105,113
RNF186,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376823,0,0,0,2,0,0,1,1,0,0,0,0
OTUD3,94,177,105,36,36,46,534,489,47,53,92,86
PLA2G2E,0,0,0,0,0,0,0,0,0,0,0,0
PLA2G2A,2,0,0,0,1,0,0,0,1,0,0,0
PLA2G5,0,0,0,2,0,2,0,0,0,0,0,0
PLA2G2D,0,0,1,4,0,0,1,0,0,0,0,0
PLA2G2F,1,0,2,0,0,0,1,1,4,0,0,0
PLA2G2C,0,0,0,0,0,0,0,0,0,0,0,0
UBXN10,0,1,0,0,1,1,0,1,0,0,0,0
UBXN10-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376825,0,0,0,0,0,0,0,0,0,0,1,0
LOC105376826,0,0,0,4,0,0,0,2,1,0,0,0
LINC01757,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376828,0,0,0,0,0,0,0,0,0,0,0,0
VWA5B1,0,0,0,14,7,9,8,9,4,0,3,0
LINC01141,0,0,0,0,1,1,0,0,0,0,0,0
CAMK2N1,577,704,491,858,1077,994,1695,1651,1131,593,528,590
MUL1,1723,2101,1417,1039,1192,1323,1975,1807,1673,1908,1730,1918
FAM43B,0,0,0,0,0,0,0,0,0,0,0,0
CDA,590,771,533,1236,1429,1822,1288,1129,1108,632,590,479
PINK1,1494,1730,1257,1234,1282,1699,3443,3321,1490,948,933,1087
MIR6084,0,0,0,0,0,0,0,0,0,0,0,0
PINK1-AS,948,1145,826,746,766,1006,2251,2174,916,596,614,715
DDOST,9801,11425,8069,8059,9698,10337,9812,8383,9322,9466,8798,10222
KIF17,33,35,26,13,13,26,86,84,27,4,11,18
SH2D5,123,111,77,43,53,54,248,272,100,97,120,124
LOC112268222,1515,1819,1298,699,806,1050,3092,3073,935,1053,1129,1266
HP1BP3,4306,5585,3891,2092,2389,3013,9591,9180,2752,3280,3115,3841
EIF4G3,893,1215,823,231,317,458,3550,3688,560,530,552,679
LOC105376830,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376829,0,0,0,0,0,0,0,0,0,0,0,0
MIR1256,0,0,0,0,0,0,0,0,0,0,0,0
ECE1,865,1221,731,191,252,391,3527,3264,596,530,527,705
ECE1-AS1,0,1,0,1,0,0,9,6,0,1,1,0
LOC105376832,0,0,0,0,0,0,0,0,0,0,0,0
NBPF3,203,306,203,58,66,79,486,559,124,126,113,165
ALPL,5,5,6,3,4,2,11,14,0,0,2,0
LINC02596,0,0,0,0,0,0,0,0,0,0,0,0
RAP1GAP,578,635,526,116,91,120,868,804,296,284,216,315
USP48,715,847,581,403,490,498,1422,1506,630,690,638,684
LDLRAD2,232,271,212,28,39,70,553,505,96,208,140,120
HSPG2,1497,1829,1308,132,201,376,3262,2881,651,1049,797,1031
CELA3B,0,0,0,2,9,0,1,2,3,0,0,0
CELA3A,0,0,0,0,2,0,0,0,0,0,0,0
LINC01635,2,8,4,30,27,24,5,2,9,3,6,4
LINC00339,397,535,341,565,555,639,260,239,517,480,528,444
CDC42-AS1,63,112,57,118,147,160,54,42,112,127,109,123
CDC42,7575,8989,7383,11104,12952,13415,4126,4103,10366,10373,9766,10135
WNT4,11,19,8,14,17,22,39,46,40,19,15,20
LOC105376845,1,9,2,9,4,4,7,19,5,3,4,9
LOC105376850,0,0,0,0,0,0,0,3,0,0,0,0
LOC107985377,0,0,0,1,1,3,1,0,0,0,0,0
MIR4418,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376856,0,2,0,2,11,2,2,4,0,1,0,0
ZBTB40,274,437,251,58,66,143,1182,1117,131,153,128,160
EPHA8,10,6,10,10,3,13,16,25,13,19,15,6
MIR6127,0,0,0,0,0,0,0,0,0,0,0,0
C1QA,0,0,2,1,0,0,1,0,0,0,0,0
C1QC,0,0,0,1,0,2,0,0,1,0,0,0
C1QB,0,0,0,0,1,0,0,0,0,0,0,0
EPHB2,394,458,329,305,340,368,805,802,443,385,286,389
MIR4684,0,0,0,0,0,0,0,0,0,0,0,0
MIR4253,18,9,16,2,0,2,24,30,2,7,8,21
LACTBL1,0,0,0,0,0,0,0,0,0,0,0,0
TEX46,2,2,0,0,4,0,3,2,2,0,1,0
KDM1A,1845,2185,1590,459,558,616,2590,2489,1035,1471,1374,1799
MIR3115,0,0,0,0,0,0,0,0,0,0,0,0
LUZP1,738,974,694,153,229,306,2937,2697,323,401,340,483
HTR1D,23,11,24,21,18,41,67,61,39,13,19,26
LINC01355,2,0,4,0,0,3,2,2,0,1,1,0
HNRNPR,3519,4475,3008,791,984,1154,4810,4455,1608,3145,3008,3545
ZNF436,373,483,328,122,148,157,543,468,205,303,247,324
ZNF436-AS1,43,54,16,23,24,14,48,40,27,45,37,37
TCEA3,10,8,13,46,48,68,17,34,27,10,17,8
ASAP3,228,389,303,64,84,99,712,692,174,137,176,245
E2F2,570,797,552,94,98,146,967,800,273,464,340,426
LOC101928163,26,21,35,1,6,7,50,33,17,15,16,14
LOC105376859,21,25,18,28,51,47,120,113,42,18,16,9
ID3,10528,12492,8431,2284,2847,2800,2250,1841,3885,9470,8478,8143
LOC107984928,0,0,0,0,1,1,1,0,1,0,1,1
MDS2,1,2,6,2,0,0,1,1,3,0,1,0
RPL11,13182,17649,13230,29193,31646,31818,10093,10116,17671,17437,16606,18757
ELOA,587,735,502,227,329,342,1481,1304,342,462,462,564
ELOA-AS1,127,172,79,123,203,171,213,190,108,150,138,129
PITHD1,842,961,663,808,933,1125,989,931,1038,1045,950,979
LOC105376860,101,122,122,107,137,158,175,147,176,129,125,163
LYPLA2,926,1087,836,832,974,1249,1204,1059,1099,1184,1071,1119
GALE,635,672,504,562,711,637,666,530,826,698,707,734
HMGCL,335,347,296,691,824,822,466,403,595,335,330,331
LOC105376861,0,1,1,0,2,1,3,3,4,1,0,0
FUCA1,348,369,238,240,233,262,424,335,302,308,301,316
CNR2,0,0,0,0,4,4,2,2,2,0,0,0
LOC107984929,0,0,0,2,0,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0,0,0,0,0,0
PNRC2,1036,1224,903,886,1058,1157,1161,1122,926,1302,1121,1266
SRSF10,2172,2669,2239,1086,1350,1635,1771,1754,1528,3405,3107,3098
LOC105378615,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376863,1,7,0,31,50,56,6,1,8,1,4,1
LOC107984931,1,0,0,0,0,0,0,0,0,0,0,0
MYOM3,1,0,0,0,0,1,0,6,0,0,0,1
MYOM3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376864,0,0,0,0,0,0,0,0,0,0,0,0
IL22RA1,217,205,164,17,34,19,250,270,62,84,59,105
IFNLR1,351,398,292,146,233,256,537,516,253,216,249,275
LINC02800,0,0,0,0,0,0,0,3,0,0,0,0
GRHL3-AS1,0,0,0,1,1,1,3,11,0,2,0,0
GRHL3,79,89,43,19,12,20,244,147,62,32,20,32
STPG1,161,206,114,68,80,108,229,198,159,114,146,146
NIPAL3,473,521,413,394,444,529,1171,1018,558,390,342,374
RCAN3AS,4,15,4,4,16,6,9,5,9,8,0,4
RCAN3,345,421,311,284,327,380,497,492,454,344,267,334
NCMAP-DT,12,25,16,2,2,8,30,49,8,11,8,20
NCMAP,4,0,0,2,2,0,0,1,0,0,0,0
SRRM1,1557,1992,1369,166,242,434,3281,3132,563,848,844,1096
CLIC4,4304,5015,3901,5130,5810,6839,6332,5993,5834,3941,3713,4007
LOC105376876,0,0,0,0,0,0,0,0,0,0,0,0
RUNX3,562,735,552,90,110,168,1102,1137,278,322,328,451
MIR6731,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984932,1,2,0,0,2,0,2,4,1,0,2,1
LOC105376878,1,5,4,0,0,3,23,22,0,4,3,2
MIR4425,0,0,0,0,0,0,0,0,0,0,0,0
LINC02793,0,0,0,3,0,0,0,1,1,0,0,0
SYF2,492,558,435,327,322,411,797,703,453,461,434,513
RSRP1,96,144,103,58,83,86,483,312,118,161,174,152
LOC105376882,0,0,0,0,0,0,0,0,0,0,0,0
RHD,0,3,1,6,3,7,2,2,1,0,2,0
TMEM50A,1485,1685,1277,2595,3123,3221,1349,1245,2043,2130,1779,1890
RHCE,770,872,682,1400,1575,1777,771,732,994,1037,864,1027
MACO1,183,230,186,38,35,59,402,420,104,136,120,119
LDLRAP1,744,836,695,307,339,435,1278,1307,649,639,694,639
MAN1C1,27,29,23,2,2,11,67,49,13,19,10,12
SELENON,2637,3150,2182,324,460,658,3501,3382,1033,1336,1373,1605
MTFR1L,777,927,699,473,439,397,438,296,488,968,791,760
LOC646471,154,203,185,109,90,86,124,99,99,172,159,166
AUNIP,403,494,332,288,362,384,541,532,466,490,462,430
PAQR7,97,110,64,36,52,78,179,195,101,66,50,69
STMN1,5674,6275,5097,10598,13194,13686,5025,4589,7390,6897,6334,6233
MIR3917,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376885,0,0,0,0,0,2,0,0,0,0,0,0
PAFAH2,398,471,440,351,398,345,340,341,314,466,492,560
LOC101928216,2,2,0,0,3,2,6,11,11,0,1,3
EXTL1,8,10,5,2,6,10,18,30,24,0,5,7
SLC30A2,0,0,0,0,0,0,0,0,0,0,0,1
LOC105376910,0,0,0,0,0,0,0,0,0,0,0,0
TRIM63,0,0,0,0,0,0,0,3,0,0,0,0
PDIK1L,210,233,182,45,65,85,199,145,109,175,184,226
LOC105376886,0,0,0,4,0,1,0,0,0,0,0,0
FAM110D,2,7,8,0,0,6,7,2,2,0,2,0
C1orf232,0,0,0,0,0,0,0,0,0,0,0,0
ZNF593,778,1038,765,1502,1957,1743,658,588,1292,1288,1113,1297
CNKSR1,9,16,1,0,1,0,2,12,0,4,2,0
CATSPER4,0,0,0,0,0,0,0,0,0,0,0,0
ZPLD2P,0,0,0,0,0,0,0,1,0,0,0,0
CEP85,643,853,598,320,379,495,1190,1142,620,547,562,710
SH3BGRL3,2174,2557,1937,1730,2264,2947,2339,2078,1950,2010,1616,1786
UBXN11,117,152,103,82,60,80,343,296,190,104,103,121
CD52,1,0,3,5,13,5,7,5,6,0,2,1
CRYBG2,31,44,25,103,104,92,50,42,41,36,28,44
ZNF683,0,0,0,0,0,0,0,0,2,0,1,0
LIN28A,0,0,0,0,0,2,0,0,0,0,0,0
DHDDS,424,573,416,242,288,318,920,947,440,438,393,474
DHDDS-AS1,2,0,0,3,6,2,2,0,0,2,0,0
HMGN2,15220,17654,12781,10220,13376,13505,7581,6612,12535,18911,17319,18095
RPS6KA1,2011,2426,1692,826,820,1055,2525,2400,1672,1852,1664,1892
MIR1976,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376888,0,0,0,0,0,1,0,2,0,0,0,0
LOC101928728,30,26,20,0,1,7,35,42,17,3,13,12
ARID1A,1771,2206,1683,222,283,574,2591,2526,605,1205,1115,1501
PIGV,263,375,258,542,489,512,451,363,427,414,339,388
ZDHHC18,788,959,701,350,407,560,1449,1359,783,722,710,901
SFN,9506,10966,7834,7045,7805,9370,10902,9634,10312,10703,9848,10712
GPN2,593,724,474,378,422,568,653,589,675,651,633,660
GPATCH3,253,300,198,278,243,266,384,391,318,285,276,244
NUDC,3224,3779,2660,689,1015,1245,4526,4151,1806,2714,2607,3294
NR0B2,0,0,0,1,4,3,1,1,0,0,0,3
KDF1,378,457,364,259,344,393,550,432,521,485,477,523
TRNP1,539,656,438,766,944,974,888,786,822,764,625,682
TENT5B,22,28,11,22,28,34,21,25,33,5,8,12
LOC101928391,1,0,1,0,0,0,2,1,0,0,1,1
SLC9A1,641,838,644,180,278,440,2425,2181,605,530,495,603
LOC102723760,0,0,0,0,0,0,0,0,0,0,0,0
LOC105376890,0,0,0,0,0,0,0,0,0,0,0,0
WDTC1,565,718,544,137,180,247,1155,1090,341,328,367,420
TMEM222,599,737,521,612,623,863,577,515,671,692,603,717
ACTG1P20,7,13,4,2,2,2,14,13,10,7,6,6
SYTL1,604,771,485,194,182,247,849,715,381,390,384,374
MAP3K6,214,239,184,24,44,87,632,645,125,149,162,202
FCN3,2,0,9,0,4,2,11,18,5,1,1,0
CD164L2,13,20,4,19,15,14,24,15,39,8,10,13
GPR3,24,31,36,17,17,43,153,123,45,53,47,71
WASF2,2702,3282,2495,479,646,921,4082,4233,1295,1974,1833,2319
LOC105376892,10,9,5,4,4,7,1,10,11,6,6,7
AHDC1,523,690,509,97,151,245,1332,1419,315,303,382,465
FGR,0,1,0,3,0,0,0,0,0,0,0,3
LINC02574,0,0,0,1,0,2,0,0,0,0,0,0
IFI6,65,70,57,517,544,605,318,229,291,55,38,56
FAM76A,104,127,135,59,46,60,144,152,113,116,104,99
STX12,332,466,307,530,608,664,587,512,696,435,439,463
PPP1R8,1058,1109,984,949,1047,1157,1238,1101,1232,1341,1187,1382
SCARNA1,0,0,0,0,0,0,0,0,0,0,0,0
THEMIS2,17,7,3,2,1,4,27,32,3,6,3,2
RPA2,2065,2285,1755,2434,2846,3047,1634,1518,2545,2911,2830,2940
SMPDL3B,2,3,3,33,25,34,90,77,30,2,2,0
XKR8,98,112,72,45,44,54,111,92,106,144,118,121
EYA3,269,337,253,60,103,86,516,531,125,186,197,220
PTAFR,435,497,378,236,370,461,1539,1463,552,352,263,369
DNAJC8,2046,2425,1773,1951,2117,2192,2686,2536,2075,1955,1807,2072
ATP5IF1,2563,2929,2017,5120,7028,6628,2141,1799,4596,3604,3350,3105
SESN2,284,452,318,104,95,142,589,589,212,139,153,171
MED18,173,217,144,62,75,97,488,424,120,110,132,172
PHACTR4,319,412,271,82,116,161,1645,1577,158,152,124,166
RCC1,2090,2466,1719,621,758,740,2300,1953,1275,2634,2614,2804
SNHG3,449,494,370,159,178,178,207,188,213,565,542,554
SNORA73A,6,4,1,1,4,0,9,8,2,9,8,11
SNORA73B,4,2,1,0,1,1,10,3,0,5,4,1
TRNAU1AP,387,471,339,410,465,519,168,186,426,496,400,459
SNHG12,57,49,43,39,44,60,118,64,27,61,51,74
SNORD99,8,0,0,0,1,0,2,4,0,3,0,2
SNORA61,0,0,0,0,0,0,0,0,0,0,0,0
SNORA44,0,0,0,0,0,0,0,0,0,0,0,0
SNORA16A,7,1,2,1,7,7,7,6,0,2,11,2
RAB42,0,0,0,0,0,2,0,4,0,0,2,1
TAF12,376,420,346,847,942,1075,636,541,676,542,542,481
LINC01715,1,5,7,18,13,34,5,5,7,8,12,5
RNU11,0,0,0,0,0,0,0,0,0,0,0,0
GMEB1,77,111,54,20,9,37,167,130,50,48,65,76
YTHDF2,1609,1836,1563,572,622,805,2225,2241,1142,1464,1330,1738
OPRD1,0,0,0,0,0,0,4,1,1,0,0,1
?,0,3,0,1,0,0,13,13,4,0,0,2
EPB41,325,406,280,31,62,72,865,734,105,106,102,198
TMEM200B,33,45,38,1,17,9,80,84,9,14,12,21
SRSF4,732,983,696,92,96,150,1071,918,262,690,554,733
MECR,527,641,431,361,451,514,441,418,560,689,596,627
PTPRU,757,981,659,68,87,131,1376,1287,272,372,400,472
LINC01756,0,0,0,1,1,0,0,0,0,0,0,0
LOC107984933,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984934,0,0,0,0,0,0,1,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378617,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378618,0,0,0,0,0,0,0,0,0,0,0,0
MATN1,5,7,10,4,4,2,18,20,0,3,1,7
MATN1-AS1,8,13,9,0,0,4,28,23,2,2,2,7
LAPTM5,16,11,12,12,11,30,25,14,29,23,9,17
MIR4420,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378620,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378621,0,0,0,2,0,0,0,0,0,0,0,0
LINC01778,6,3,0,24,31,13,9,2,20,5,5,13
LOC400748,0,0,0,0,0,0,0,0,0,0,0,0
SDC3,605,844,517,112,192,250,1948,1785,417,307,297,407
PUM1,1181,1437,1055,292,350,543,2455,2346,637,842,763,836
SNORD103A,0,1,0,0,0,1,0,0,2,0,0,0
SNORD103B,0,0,1,1,0,0,0,1,0,0,3,0
SNORD103C,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984935,3,3,3,1,10,9,0,0,3,12,9,1
NKAIN1,19,30,31,4,10,26,75,80,26,35,28,18
SNRNP40,1925,2217,1679,1322,1485,1493,1218,1229,1458,2331,2209,2478
ZCCHC17,799,1007,744,1570,1977,1990,995,962,1373,1023,894,908
FABP3,1,6,1,4,4,6,10,10,0,0,0,3
LOC105378623,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985470,0,0,0,0,0,0,0,0,0,0,0,0
SERINC2,2403,2935,2251,1592,1706,2790,3672,3642,2322,2352,2061,2236
LOC105378625,0,0,0,1,0,0,0,0,0,1,0,0
LOC105379772,0,0,0,0,0,0,2,1,2,0,0,0
LDC1P,0,0,0,0,0,0,0,0,0,0,0,0
LINC01226,3,0,2,1,5,1,0,0,0,1,0,4
LOC105378626,35,59,26,104,114,128,128,170,69,53,49,84
TINAGL1,877,1085,648,647,952,1049,2168,1893,1012,741,769,896
HCRTR1,160,195,155,158,182,232,158,140,215,221,194,211
PEF1,1279,1529,1111,1247,1635,1613,1110,1023,1554,1695,1432,1582
PEF1-AS1,112,146,67,94,212,113,112,63,114,176,120,185
LOC105378628,0,0,0,0,0,0,2,2,0,1,1,1
COL16A1,38,42,42,69,57,77,359,361,100,24,24,46
LOC101929444,1,1,0,22,24,20,18,4,4,1,0,0
ADGRB2,291,396,274,47,72,93,978,934,213,212,139,181
MIR4254,0,0,0,0,0,0,0,0,0,0,0,0
SPOCD1,35,50,40,31,40,32,177,167,44,17,14,22
PTP4A2,3615,4398,3457,2484,2683,2792,2931,2868,3322,4281,4015,4520
KHDRBS1,3941,5014,3542,1053,1337,1701,6674,6168,2250,2939,2804,3745
TMEM39B,313,393,251,77,76,109,351,280,164,325,278,315
MIR5585,0,0,0,0,0,0,0,0,0,0,0,0
KPNA6,1841,2262,1745,481,542,787,3501,3194,1199,1538,1369,1688
TXLNA,1435,1723,1235,316,390,481,3839,3338,745,883,859,1191
CCDC28B,48,64,26,67,69,99,43,53,83,55,58,43
TMEM234,114,116,97,111,143,117,181,176,150,140,117,146
IQCC,21,66,40,19,34,30,177,176,35,12,30,47
DCDC2B,1,1,2,9,9,1,27,27,3,7,0,3
EIF3I,7176,8554,6443,10694,12721,13253,4808,4452,9613,10083,9333,9623
MTMR9LP,4,9,1,3,2,1,44,31,11,1,9,14
FAM167B,7,4,0,4,0,2,8,13,0,0,0,1
LCK,20,19,22,33,22,20,44,44,33,22,24,41
HDAC1,3936,4765,3400,2967,3354,3584,5243,4588,4089,4324,4085,4381
MARCKSL1,2233,2776,2069,2039,2541,3299,3464,3263,2558,2221,2049,2261
LOC105378629,3,0,2,1,6,0,2,0,1,3,0,1
TSSK3,18,13,11,9,10,14,53,38,17,2,6,15
FAM229A,1,3,3,1,0,3,5,12,0,2,0,4
BSDC1,460,510,369,171,174,263,1335,1250,392,405,323,366
ZBTB8B,16,11,11,18,24,19,32,35,27,14,19,6
ZBTB8A,179,229,172,96,118,123,449,439,188,176,148,177
LOC102723870,1,4,3,10,19,15,6,5,3,5,7,3
ZBTB8OS,524,679,489,912,1212,1205,502,425,695,684,666,682
RBBP4,3767,4330,3402,2360,2836,3253,3943,3659,3738,4539,4144,4219
SYNC,1018,1189,997,658,759,817,1217,1075,1135,1175,1177,1144
KIAA1522,4533,5620,4115,594,859,1401,5302,5105,1513,2804,2493,3270
YARS1,2462,3079,2389,717,805,1004,3142,2854,1502,2217,2062,2480
S100PBP,595,686,564,522,587,599,754,721,788,641,584,529
FNDC5,2,0,0,0,2,0,1,0,0,0,0,0
LOC105378631,0,0,0,1,0,0,0,0,0,0,0,0
HPCA,0,5,1,4,10,1,1,2,3,1,1,4
TMEM54,250,275,203,876,1020,1282,632,612,795,242,208,269
LOC105378632,0,0,0,0,2,0,0,2,0,0,0,0
RNF19B,666,817,623,510,475,797,1417,1416,849,606,664,679
AK2,3554,4169,3023,2930,3787,3704,2150,2040,3034,4509,4152,4474
LOC105378635,0,0,0,0,0,0,0,0,1,0,0,0
AZIN2,49,84,36,36,21,30,81,67,50,51,82,60
LOC112268224,1,0,0,0,0,0,0,0,0,0,0,0
TRIM62,212,282,215,30,89,86,430,436,145,163,119,177
ZNF362,355,518,377,52,106,105,747,767,194,243,205,293
A3GALT2,0,0,0,2,0,0,0,0,0,0,0,0
PHC2,945,1169,928,460,550,717,1470,1332,899,976,903,1082
MIR3605,0,0,0,0,0,0,0,0,0,0,0,0
PHC2-AS1,2,7,1,17,17,23,10,3,10,5,4,4
ZSCAN20,75,91,59,16,19,21,185,177,29,19,29,26
CSMD2,0,2,0,6,2,5,9,6,0,0,0,4
LOC105378638,0,0,0,0,0,1,0,0,0,0,0,0
HMGB4,0,0,0,0,2,0,0,0,0,1,0,0
CSMD2-AS1,0,0,1,0,0,0,0,0,0,0,0,0
C1orf94,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378639,0,0,0,0,0,0,0,0,0,1,0,0
LOC105378640,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378641,0,0,0,0,0,0,0,0,0,0,0,0
MIR552,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378642,0,5,0,0,3,9,2,4,0,1,3,0
GJB5,411,415,322,800,856,1058,956,868,1004,687,697,746
GJB4,14,13,7,95,87,141,104,107,82,27,18,33
GJB3,120,159,124,254,273,346,626,589,399,238,227,217
GJA4,0,0,0,0,0,0,0,2,3,0,0,0
SMIM12,943,1054,734,1400,1622,1572,632,551,1186,1431,1401,1328
DLGAP3,5,7,12,18,14,20,82,76,17,9,2,1
LOC653160,7,10,2,0,2,6,21,15,0,2,0,2
TMEM35B,312,322,229,636,853,837,331,230,679,444,407,373
ZMYM6,192,267,175,131,175,156,300,291,157,186,202,204
ZMYM1,403,540,365,272,347,364,651,677,277,383,348,429
LOC105378644,0,0,0,0,0,0,0,0,0,0,0,0
SFPQ,5969,7212,5548,860,995,1469,5194,4966,2150,5242,4800,5966
ZMYM4,623,813,555,109,131,182,1439,1352,302,390,359,537
ZMYM4-AS1,22,43,34,4,8,12,52,62,17,10,15,32
KIAA0319L,377,492,289,86,135,135,1120,1068,146,207,177,227
NCDN,442,545,430,269,258,530,1503,1232,557,417,391,430
TFAP2E,8,2,0,0,0,0,4,6,0,0,1,1
LOC105378645,3,0,1,0,0,1,3,1,0,0,1,2
PSMB2,4366,5194,3829,4153,4760,5699,4188,3731,4873,4765,4484,4593
LOC105378646,0,0,0,0,0,0,0,0,0,0,0,0
C1orf216,356,396,312,156,200,149,343,313,215,325,309,402
CLSPN,281,388,273,100,123,188,2385,2304,207,150,111,202
AGO4,130,157,123,30,21,33,226,195,53,93,104,64
AGO1,567,842,581,143,183,288,1135,1106,348,449,407,535
AGO3,145,216,141,143,129,202,289,306,150,135,179,178
LOC105378647,0,0,0,0,0,0,0,0,0,0,0,0
TEKT2,0,0,1,0,0,0,4,1,0,0,0,0
ADPRHL2,430,472,376,251,251,253,560,474,402,453,452,528
COL8A2,0,0,2,2,7,6,7,16,0,0,0,0
TRAPPC3,1402,1549,1257,1952,2347,2269,1207,962,2219,1856,1916,1808
MAP7D1,1424,2091,1234,345,537,743,4088,3989,833,959,901,1202
THRAP3,2040,2792,1746,268,334,536,4949,5048,784,1028,1129,1464
SH3D21,14,22,10,16,8,5,147,131,19,16,10,8
EVA1B,310,304,248,418,467,510,347,299,443,306,272,305
STK40,643,760,568,147,166,249,1036,886,302,566,537,783
LSM10,815,981,716,1078,1273,1287,533,489,1100,1085,1141,989
OSCP1,210,208,188,171,222,202,165,160,235,182,157,171
SNORA63C,2,0,0,0,0,0,0,0,1,0,0,0
LOC107984940,0,0,0,0,0,0,0,0,0,1,0,0
MRPS15,3019,3751,2749,4749,5894,5608,1733,1644,4215,4167,3942,4007
CSF3R,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984941,0,0,0,0,0,0,0,0,0,0,0,0
LOC105378648,0,0,0,0,0,0,0,0,0,0,0,0
GRIK3,2,2,3,0,0,2,20,14,2,0,0,0
MIR4255,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984942,2,11,3,1,10,6,4,3,12,12,0,8
LINC01137,41,68,67,39,42,41,32,62,71,78,59,78
ZC3H12A,39,38,21,8,6,12,141,133,26,22,24,29
MIR6732,0,0,0,0,0,0,0,0,0,0,0,0
MEAF6,854,1146,755,937,1080,1182,863,757,1111,1076,986,1020
MIR5581,0,0,0,0,0,0,3,0,0,0,0,0
LOC105378649,36,20,22,7,21,27,57,65,20,17,26,20
SNIP1,255,320,208,118,218,213,548,450,232,278,251,250
DNALI1,1,4,3,1,1,5,4,3,4,0,0,1
GNL2,754,906,659,200,252,321,1939,1895,456,617,595,687
RSPO1,0,1,0,2,0,0,5,5,0,0,0,0
C1orf109,582,684,517,469,610,747,666,596,586,834,686,718
CDCA8,1507,1718,1438,1090,1205,1405,1530,1539,1254,1862,1580,1848
EPHA10,1,6,2,2,8,3,61,52,13,0,3,5
LOC105378650,0,0,0,0,0,0,0,0,0,0,0,0
